record_id,source_id,observation_type,species,country,geography,cell_id,longitude,latitude,collection_date,date_precision,year,month,value,unit,sampling_effort,taxonomic_basis,license,reporting_note,model_input_role,time_resolution,aggregation_level,observation_denominator,effort_hours,count_semantics,monthly_expansion,disease_endpoint
gbif_3444593803,GBIF:1e09d985-8f58-4a34-ab86-17e55f203c8a,occurrence,Aedes albopictus,South Korea,South Korea,,126.467528,34.964556,2018-09-30,day,2018,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF occurrence key=3444593803; occurrenceID=NIEK-NES-INS-005000000001517327; datasetKey=1e09d985-8f58-4a34-ab86-17e55f203c8a; datasetTitle=niek_2022; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=not reported; recordedBy=not reported; locality=not reported; exact_grid_join=no exact cell intersection; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_3444595986,GBIF:1e09d985-8f58-4a34-ab86-17e55f203c8a,occurrence,Aedes albopictus,South Korea,South Korea,r186c1234,128.699494,37.209906,2018-09-01,day,2018,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF occurrence key=3444595986; occurrenceID=NIEK-NES-INS-005000000001475588; datasetKey=1e09d985-8f58-4a34-ab86-17e55f203c8a; datasetTitle=niek_2022; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=not reported; recordedBy=not reported; locality=not reported; exact_grid_join=r186c1234; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4028748342,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r194c1226,126.747211,35.181664,2018-09-23,day,2018,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=4028748342; occurrenceID=https://www.inaturalist.org/observations/18055341; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=gyangsung; recordedBy=gyangsung; locality=not reported; exact_grid_join=r194c1226; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_2851013424,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r188c1229,127.460454,36.633855,2019-09-26,day,2019,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=2851013424; occurrenceID=https://www.inaturalist.org/observations/33376887; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Iván Báez Rodríguez; recordedBy=Leslie Hurteau; locality=not reported; exact_grid_join=r188c1229; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_2460123761,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,,126.470641,36.776874,2019-10-25,day,2019,10,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by/4.0/legalcode,"GBIF occurrence key=2460123761; occurrenceID=https://www.inaturalist.org/observations/34861952; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Juha Kinnunen; recordedBy=Kim, Hyun-tae; locality=not reported; exact_grid_join=no exact cell intersection; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.",presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_2864584974,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r185c1233,128.479444,37.258889,2020-09-17,day,2020,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=2864584974; occurrenceID=https://www.inaturalist.org/observations/59859888; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Amaël Borzée; recordedBy=Amaël Borzée; locality=not reported; exact_grid_join=r185c1233; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_3124851038,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r190c1227,126.993726,36.025504,2021-05-26,day,2021,5,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=3124851038; occurrenceID=https://www.inaturalist.org/observations/80346840; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Jake David MacLennan; recordedBy=Jake David MacLennan; locality=not reported; exact_grid_join=r190c1227; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_5064956794,GBIF:080ffaf0-8daf-48bb-b063-3d729c80cb70,occurrence,Aedes albopictus,South Korea,South Korea,r192c1227,126.896352,35.512566,2021-05-16,day,2021,5,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=5064956794; occurrenceID=NATUING-2022-2023-112744; datasetKey=080ffaf0-8daf-48bb-b063-3d729c80cb70; datasetTitle=NATURING_CS_Observation_Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=NATURING; recordedBy=not reported; locality=Ssangam-dong; exact_grid_join=r192c1227; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_3314256226,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r185c1232,128.140596,37.456103,2021-06-22,day,2021,6,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=3314256226; occurrenceID=https://www.inaturalist.org/observations/84050230; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Junho Choe; recordedBy=Junho Choe; locality=not reported; exact_grid_join=r185c1232; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_3327726628,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r190c1227,126.993661,36.025485,2021-07-08,day,2021,7,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=3327726628; occurrenceID=https://www.inaturalist.org/observations/86246759; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Jake David MacLennan; recordedBy=Jake David MacLennan; locality=not reported; exact_grid_join=r190c1227; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_3496608001,GBIF:1fef1ead-3d02-495e-8ff1-6aeb01123408,occurrence,Aedes albopictus,South Korea,South Korea,r192c1233,128.398830,35.662450,2021-07-30,day,2021,7,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF occurrence key=3496608001; occurrenceID=aa485c90-6845-4c24-a672-9dc942acf979; datasetKey=1fef1ead-3d02-495e-8ff1-6aeb01123408; datasetTitle=Mosquito Alert Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Isis Sanpera-Calbet|Carlos Barceló|Roger Eritja|Ignacio Ruiz-Arrondo; recordedBy=Anonymous Mosquito Alert citizen scientist; locality=not reported; exact_grid_join=r192c1233; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_3496608776,GBIF:1fef1ead-3d02-495e-8ff1-6aeb01123408,occurrence,Aedes albopictus,South Korea,South Korea,r192c1233,128.398890,35.662830,2021-08-12,day,2021,8,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF occurrence key=3496608776; occurrenceID=094efad8-e127-41f4-8b87-71a5f57a0475; datasetKey=1fef1ead-3d02-495e-8ff1-6aeb01123408; datasetTitle=Mosquito Alert Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Simone Mariani|Martina Ferraguti|Roger Eritja|Isis Sanpera-Calbet; recordedBy=Anonymous Mosquito Alert citizen scientist; locality=not reported; exact_grid_join=r192c1233; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4052763037,GBIF:1fef1ead-3d02-495e-8ff1-6aeb01123408,occurrence,Aedes albopictus,South Korea,South Korea,r191c1227,126.897230,35.806240,2021-09-24,day,2021,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF occurrence key=4052763037; occurrenceID=3c0ac93b-04ad-4466-9894-310088767601; datasetKey=1fef1ead-3d02-495e-8ff1-6aeb01123408; datasetTitle=Mosquito Alert Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Roger Eritja; recordedBy=Anonymous Mosquito Alert citizen scientist; locality=not reported; exact_grid_join=r191c1227; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4052763442,GBIF:1fef1ead-3d02-495e-8ff1-6aeb01123408,occurrence,Aedes albopictus,South Korea,South Korea,r192c1233,128.398280,35.662260,2021-11-02,day,2021,11,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF occurrence key=4052763442; occurrenceID=179dcc7b-3a0f-4c36-9703-cd31b7e0ea9b; datasetKey=1fef1ead-3d02-495e-8ff1-6aeb01123408; datasetTitle=Mosquito Alert Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Maria Angeles Puig|Isis Sanpera-Calbet|Carlos Barceló|Roger Eritja; recordedBy=Anonymous Mosquito Alert citizen scientist; locality=not reported; exact_grid_join=r192c1233; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_5064851462,GBIF:080ffaf0-8daf-48bb-b063-3d729c80cb70,occurrence,Aedes albopictus,South Korea,South Korea,r186c1232,128.232200,37.130320,2022-06-03,day,2022,6,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=5064851462; occurrenceID=NATUING-2022-2023-060638; datasetKey=080ffaf0-8daf-48bb-b063-3d729c80cb70; datasetTitle=NATURING_CS_Observation_Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=NATURING; recordedBy=not reported; locality=Sinbaek-dong; exact_grid_join=r186c1232; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_5064851454,GBIF:080ffaf0-8daf-48bb-b063-3d729c80cb70,occurrence,Aedes albopictus,South Korea,South Korea,r187c1228,127.028500,36.752190,2022-08-24,day,2022,8,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=5064851454; occurrenceID=NATUING-2022-2023-060639; datasetKey=080ffaf0-8daf-48bb-b063-3d729c80cb70; datasetTitle=NATURING_CS_Observation_Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=NATURING; recordedBy=not reported; locality=left side; exact_grid_join=r187c1228; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_5064851433,GBIF:080ffaf0-8daf-48bb-b063-3d729c80cb70,occurrence,Aedes albopictus,South Korea,South Korea,,126.480000,37.243670,2022-09-08,day,2022,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=5064851433; occurrenceID=NATUING-2022-2023-060640; datasetKey=080ffaf0-8daf-48bb-b063-3d729c80cb70; datasetTitle=NATURING_CS_Observation_Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=NATURING; recordedBy=not reported; locality=Yeongheung-myeon; exact_grid_join=no exact cell intersection; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_5064851437,GBIF:080ffaf0-8daf-48bb-b063-3d729c80cb70,occurrence,Aedes albopictus,South Korea,South Korea,r193c1233,128.386700,35.272050,2022-10-12,day,2022,10,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=5064851437; occurrenceID=NATUING-2022-2023-060641; datasetKey=080ffaf0-8daf-48bb-b063-3d729c80cb70; datasetTitle=NATURING_CS_Observation_Dataset; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=NATURING; recordedBy=not reported; locality=Gaya-eup; exact_grid_join=r193c1233; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4177252674,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r191c1233,128.489387,35.798759,2023-08-13,day,2023,8,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=4177252674; occurrenceID=https://www.inaturalist.org/observations/178108296; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Paul B.; recordedBy=taiwan_habu; locality=not reported; exact_grid_join=r191c1233; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4847115378,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r184c1228,127.063104,37.585062,2023-09-25,day,2023,9,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=4847115378; occurrenceID=https://www.inaturalist.org/observations/207615763; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=chosenone23; recordedBy=chosenone23; locality=not reported; exact_grid_join=r184c1228; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4926164157,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r184c1228,127.082962,37.514902,2024-08-18,day,2024,8,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=4926164157; occurrenceID=https://www.inaturalist.org/observations/236452469; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Chanwoo Kim; recordedBy=Chanwoo Kim; locality=not reported; exact_grid_join=r184c1228; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4936709727,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r187c1228,127.065872,36.801792,2024-08-22,day,2024,8,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=4936709727; occurrenceID=https://www.inaturalist.org/observations/237235784; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=Paul Scott; recordedBy=Paul Scott; locality=not reported; exact_grid_join=r187c1228; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
gbif_4981968931,GBIF:50c9509d-22c7-4a22-a47d-8c48425ef4a7,occurrence,Aedes albopictus,South Korea,South Korea,r186c1228,127.133601,37.175274,2024-11-16,day,2024,11,1,presence,,"GBIF acceptedScientificName=Aedes albopictus (Skuse, 1894); source-reported human observation; GBIF taxon and occurrence fields screened",http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF occurrence key=4981968931; occurrenceID=https://www.inaturalist.org/observations/251953323; datasetKey=50c9509d-22c7-4a22-a47d-8c48425ef4a7; datasetTitle=iNaturalist Research-grade Observations; occurrenceStatus=PRESENT; basisOfRecord=HUMAN_OBSERVATION; identifiedBy=최진혁; recordedBy=최진혁; locality=not reported; exact_grid_join=r186c1228; sampling effort not reported; occurrence-only presence record; not a trap-abundance denominator.,presence_only_occurrence,monthly_presence_record,source_record,not_reported,,presence_only_not_count,not_applicable,not disease risk or incidence
